,2016-01-04,2016-01-05,2016-01-06,2016-01-07,2016-01-08,2016-01-11,2016-01-12,2016-01-13,2016-01-14,2016-01-15,2016-01-18,2016-01-19,2016-01-20,2016-01-21,2016-01-22,2016-01-25,2016-01-26,2016-01-27,2016-01-28,2016-01-29,2016-02-01,2016-02-02,2016-02-03,2016-02-04,2016-02-05,2016-02-15,2016-02-16,2016-02-17,2016-02-18,2016-02-19,2016-02-22,2016-02-23,2016-02-24,2016-02-25,2016-02-26,2016-02-29,2016-03-01,2016-03-02,2016-03-03,2016-03-04,2016-03-07,2016-03-08,2016-03-09,2016-03-10,2016-03-11,2016-03-14,2016-03-15,2016-03-16,2016-03-17,2016-03-18,2016-03-21,2016-03-22,2016-03-23,2016-03-24,2016-03-25,2016-03-28,2016-03-29,2016-03-30,2016-03-31,2016-04-01,2016-04-05,2016-04-06,2016-04-07,2016-04-08,2016-04-11,2016-04-12,2016-04-13,2016-04-14,2016-04-15,2016-04-18,2016-04-19,2016-04-20,2016-04-21,2016-04-22,2016-04-25,2016-04-26,2016-04-27,2016-04-28,2016-04-29,2016-05-03,2016-05-04,2016-05-05,2016-05-06,2016-05-09,2016-05-10,2016-05-11,2016-05-12,2016-05-13,2016-05-16,2016-05-17,2016-05-18,2016-05-19,2016-05-20,2016-05-23,2016-05-24,2016-05-25,2016-05-26,2016-05-27,2016-05-30,2016-05-31,2016-06-01,2016-06-02,2016-06-03,2016-06-06,2016-06-07,2016-06-08,2016-06-13,2016-06-14,2016-06-15,2016-06-16,2016-06-17,2016-06-20,2016-06-21,2016-06-22,2016-06-23,2016-06-24,2016-06-27,2016-06-28,2016-06-29,2016-06-30,2016-07-01,2016-07-04,2016-07-05,2016-07-06,2016-07-07,2016-07-08,2016-07-11,2016-07-12,2016-07-13,2016-07-14,2016-07-15,2016-07-18,2016-07-19,2016-07-20,2016-07-21,2016-07-22,2016-07-25,2016-07-26,2016-07-27,2016-07-28,2016-07-29,2016-08-01,2016-08-02,2016-08-03,2016-08-04,2016-08-05,2016-08-08,2016-08-09,2016-08-10,2016-08-11,2016-08-12,2016-08-15,2016-08-16,2016-08-17,2016-08-18,2016-08-19,2016-08-22,2016-08-23,2016-08-24,2016-08-25,2016-08-26,2016-08-29,2016-08-30,2016-08-31,2016-09-01,2016-09-02,2016-09-05,2016-09-06,2016-09-07,2016-09-08,2016-09-09,2016-09-12,2016-09-13,2016-09-14,2016-09-19,2016-09-20,2016-09-21,2016-09-22,2016-09-23,2016-09-26,2016-09-27,2016-09-28,2016-09-29,2016-09-30,2016-10-10,2016-10-11,2016-10-12,2016-10-13,2016-10-14,2016-10-17,2016-10-18,2016-10-19,2016-10-20,2016-10-21,2016-10-24,2016-10-25,2016-10-26,2016-10-27,2016-10-28,2016-10-31,2016-11-01,2016-11-02,2016-11-03,2016-11-04,2016-11-07,2016-11-08,2016-11-09,2016-11-10,2016-11-11,2016-11-14,2016-11-15,2016-11-16,2016-11-17,2016-11-18,2016-11-21,2016-11-22,2016-11-23,2016-11-24,2016-11-25,2016-11-28,2016-11-29,2016-11-30,2016-12-01,2016-12-02,2016-12-05,2016-12-06,2016-12-07,2016-12-08,2016-12-09,2016-12-12,2016-12-13,2016-12-14,2016-12-15,2016-12-16,2016-12-19,2016-12-20,2016-12-21,2016-12-22,2016-12-23,2016-12-26,2016-12-27,2016-12-28,2016-12-29,2016-12-30
0,中信证券,中信证券,东方财富,兰花科创,中信证券,中信证券,东方财富,中信证券,东方财富,东方财富,东方财富,东方财富,东方财富,东方财富,多氟多,多氟多,劲胜智能,东方财富,万达信息,中信证券,万达信息,万达信息,万达信息,万达信息,天齐锂业,万达信息,东方财富,京东方Ａ,长航凤凰,万达信息,奥飞娱乐,奥飞娱乐,奥飞娱乐,辽宁成大,际华集团,中信证券,中信证券,中信证券,保利地产,中国平安,中信证券,东方财富,中信证券,财信发展,中信证券,中信证券,天齐锂业,中国平安,东方财富,东方财富,中信证券,西部证券,东方财富,恒生电子,西部证券,西部证券,西部证券,西部证券,西部证券,西部证券,西部证券,恒生电子,暴风集团,西部证券,东方财富,东方财富,东方财富,东方财富,恒生电子,多氟多,多氟多,多氟多,华信国际,多氟多,多氟多,西部证券,多氟多,爱康科技,景嘉微,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,天齐锂业,多氟多,天齐锂业,天齐锂业,天齐锂业,天齐锂业,天齐锂业,梅花生物,西部证券,西部证券,西部证券,乐视网,乐视网,乐视网,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,多氟多,西部证券,兆新股份,金证股份,山东黄金,山东黄金,西部证券,第一创业,乐视网,中国核建,中国核建,中国核建,万 科Ａ,万 科Ａ,万 科Ａ,中金黄金,万 科Ａ,万 科Ａ,奥飞娱乐,东方财富,中信国安,玲珑轮胎,万 科Ａ,东旭光电,东旭光电,中信国安,中信国安,东旭光电,东旭光电,万 科Ａ,东旭光电,万 科Ａ,东旭光电,万 科Ａ,万 科Ａ,万 科Ａ,江苏银行,东旭光电,东旭光电,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,中航资本,中航资本,中信国安,贵阳银行,中国电影,中国电影,中国电影,广西广电,万 科Ａ,万 科Ａ,万 科Ａ,东旭光电,格力电器,格力电器,东旭光电,东旭光电,东旭光电,东旭光电,东旭光电,东旭光电,东旭光电,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,东旭光电,万 科Ａ,中国联通,万 科Ａ,中国中铁,中国中铁,*ST坊展,中国建筑,中国建筑,中国建筑,中国建筑,梅雁吉祥,梅雁吉祥,梅雁吉祥,梅雁吉祥,梅雁吉祥,中国建筑,中国建筑,中国建筑,中国建筑,万 科Ａ,万 科Ａ,中信证券,中信证券,驰宏锌锗,东旭光电,格力电器,上海银行,中国建筑,中国建筑,格力电器,格力电器,格力电器,中国建筑,中国建筑,中国建筑,格力电器,格力电器,中国建筑,格力电器,中国建筑,中国建筑,中国建筑,中国建筑,中国建筑,中国建筑,华安证券,中国建筑,蓝光发展,中国建筑,中国联通,中国联通,中国建筑,中国建筑,中国建筑,中国建筑,中国建筑,中国建筑
1,招商蛇口,东方财富,梅雁吉祥,东方财富,东方财富,东方财富,中信证券,东方财富,中信证券,中信证券,多氟多,中信证券,中国平安,多氟多,东方财富,东方财富,中信证券,万达信息,东方财富,东方财富,天齐锂业,东方财富,天齐锂业,东方财富,万达信息,天齐锂业,万达信息,奥飞娱乐,东方财富,奥飞娱乐,东方财富,万达信息,万达信息,际华集团,奥飞娱乐,东方财富,东方财富,东方财富,中信证券,中信证券,东方财富,中信证券,中国平安,东方财富,浦发银行,东方财富,恒生电子,民生银行,中信证券,中信证券,东方财富,恒生电子,恒生电子,东方财富,东方财富,天齐锂业,恒生电子,东方财富,恒生电子,暴风集团,东方财富,暴风集团,西部证券,金亚科技,中信证券,多氟多,中信证券,暴风集团,东方财富,天齐锂业,金亚科技,赣锋锂业,北方稀土,华信国际,天齐锂业,多氟多,赣锋锂业,多氟多,赣锋锂业,东方财富,天齐锂业,天齐锂业,天齐锂业,*ST众和,*ST众和,同方股份,天齐锂业,天齐锂业,天齐锂业,天齐锂业,天齐锂业,多氟多,天齐锂业,恒生电子,*ST众和,恒生电子,多氟多,大富科技,天齐锂业,东方财富,东方财富,山西证券,恒生电子,恒生电子,恒生电子,天齐锂业,乐视网,恒生电子,恒生电子,天齐锂业,建发股份,*ST众和,多氟多,金证股份,兆新股份,恒生电子,金证股份,第一创业,西部证券,暴风集团,乐视网,西部证券,万 科Ａ,中国核建,赣锋锂业,赣锋锂业,万 科Ａ,西部证券,西部证券,万 科Ａ,中信国安,中国铁建,东旭光电,东旭光电,中天科技,万 科Ａ,万 科Ａ,方大炭素,中信国安,山东黄金,东旭光电,中信国安,东旭光电,万 科Ａ,东旭光电,江苏银行,江苏银行,万 科Ａ,江苏银行,江苏银行,江苏银行,中信证券,宁波银行,中信国安,中信国安,中信国安,万 科Ａ,万 科Ａ,万 科Ａ,万 科Ａ,中信国安,中信国安,中信国安,*ST坊展,东旭光电,中信国安,中信国安,中信国安,东旭光电,格力电器,格力电器,万 科Ａ,兆易创新,中信国安,格力电器,三角轮胎,东旭光电,东旭光电,东旭光电,金科股份,东旭光电,诺德股份,东旭光电,东旭光电,东旭光电,金科股份,中信国安,中信国安,万 科Ａ,海德股份,多氟多,中信国安,万 科Ａ,*ST坊展,第一创业,煌上煌,国民技术,中国建筑,*ST坊展,天润数娱,万 科Ａ,杭州银行,国元证券,国元证券,*ST坊展,四川双马,山东黄金,江西铜业,西部证券,中国建筑,万 科Ａ,驰宏锌锗,东旭光电,中国建筑,上海银行,格力电器,中国建筑,中国建筑,中国建筑,格力电器,伊利股份,中国中车,中国建筑,中国建筑,格力电器,中国建筑,格力电器,格力电器,格力电器,格力电器,华安证券,中国联通,中国建筑,格力电器,中国建筑,蓝光发展,中国建筑,东方航空,中国联通,中国联通,中国联通,三江购物,上峰水泥,中国联通
2,东方财富,中国重工,中信证券,中信证券,中国平安,中国平安,东兴证券,西部证券,西部证券,多氟多,中信证券,西部证券,中信证券,西部证券,中铁工业,中毅达,东方财富,中信证券,中信证券,万达信息,南京新百,沙钢股份,东方财富,中毅达,赣锋锂业,中毅达,中信证券,万达信息,万达信息,中毅达,中信证券,天齐锂业,东方财富,东方财富,万达信息,南方传媒,奥飞娱乐,招商蛇口,石化油服,民生银行,恒生电子,中国平安,财信发展,机器人,财信发展,奥飞娱乐,棕榈股份,中信证券,奥飞娱乐,奥飞娱乐,海通证券,中信证券,西部证券,西部证券,恒生电子,多氟多,东方财富,恒生电子,东方财富,东方财富,金证股份,西部证券,多氟多,暴风集团,金证股份,中信国安,暴风集团,深圳惠程,多氟多,赣锋锂业,赣锋锂业,天齐锂业,多氟多,天齐锂业,西部证券,赣锋锂业,中信国安,西部证券,多氟多,西部证券,赣锋锂业,赣锋锂业,赣锋锂业,天齐锂业,天齐锂业,赣锋锂业,赣锋锂业,*ST众和,*ST众和,赣锋锂业,赣锋锂业,赣锋锂业,赣锋锂业,长信科技,暴风集团,多氟多,恒生电子,多氟多,长信科技,恒生电子,恒生电子,第一创业,东方财富,*ST众和,格林美,第一创业,恒生电子,第一创业,格林美,*ST众和,天齐锂业,赣锋锂业,恒生电子,恒生电子,永太科技,中信国安,恒生电子,东方财富,多氟多,久之洋,恒生电子,东方财富,中航飞机,山东黄金,天齐锂业,西部证券,紫金矿业,中信证券,东方财富,乐视网,赣锋锂业,东旭光电,万 科Ａ,中金黄金,中信国安,中信国安,华丽家族,万 科Ａ,山东黄金,中信国安,中信国安,万 科Ａ,中信国安,强生控股,通裕重工,东旭光电,东旭光电,东旭光电,万 科Ａ,中信国安,东旭光电,西部证券,东旭光电,东旭光电,东旭光电,万 科Ａ,东旭光电,*ST坊展,皇氏集团,贵阳银行,贵阳银行,伊利股份,中国电影,东旭光电,中信国安,东旭光电,太平洋,东旭光电,中信国安,万 科Ａ,中信国安,中信国安,三聚环保,三聚环保,乐视网,江阴银行,三角轮胎,中信国安,金科股份,东旭光电,格力电器,梅雁吉祥,太平洋,格力电器,格力电器,中国联通,万 科Ａ,陕国投Ａ,网宿科技,中国联通,东旭光电,中铁工业,皇氏集团,煌上煌,中信证券,伊利股份,伊利股份,煌上煌,天润数娱,中国建筑,杭州银行,山东黄金,中信证券,煌上煌,京东方Ａ,*ST坊展,中国建筑,嘉麟杰,中国建筑,方正证券,新华网,新华网,中国建筑,万 科Ａ,格力电器,江西铜业,绿地控股,伊利股份,吉林敖东,伊利股份,中国中车,伊利股份,中国联通,中国联通,中国重工,煌上煌,苏宁云商,中国联通,中国联通,中国平安,格力电器,华安证券,格力电器,华安证券,格力电器,中国联通,中体产业,格力电器,东方航空,东方航空,格力电器,中国联通,易事特,中体产业
3,中国平安,招商蛇口,华工科技,梅雁吉祥,梅雁吉祥,信威集团,中国平安,东兴证券,中国平安,掌趣科技,掌趣科技,万达信息,财信发展,中国重工,掌趣科技,中铁工业,中国平安,中国平安,中毅达,宜华生活,东方财富,中信证券,多氟多,天齐锂业,东方财富,水晶光电,山东黄金,东方财富,中信证券,长航凤凰,中国平安,东方财富,山东黄金,奥飞娱乐,中信证券,中国平安,*ST钒钛,保利地产,招商蛇口,兴业银行,山东黄金,怡 亚 通,东方财富,*ST青松,中国中车,天齐锂业,东方财富,兴业银行,天齐锂业,西部证券,国金证券,东方财富,中信证券,金证股份,中信证券,恒生电子,暴风集团,中信证券,天齐锂业,中信国安,恒生电子,机器人,天齐锂业,多氟多,贵州茅台,暴风集团,东兴证券,锌业股份,亚太股份,暴风集团,暴风集团,中国平安,西部证券,赣锋锂业,赣锋锂业,中信国安,西部证券,恒生电子,爱康科技,赣锋锂业,同方股份,棕榈股份,棕榈股份,赣锋锂业,赣锋锂业,天齐锂业,同方股份,赣锋锂业,赣锋锂业,*ST众和,*ST众和,第一创业,恒生电子,*ST众和,赣锋锂业,赣锋锂业,景兴纸业,彩虹股份,彩虹股份,中信证券,山西证券,恒生电子,西部证券,东方财富,第一创业,赣锋锂业,格林美,乐视网,第一创业,赣锋锂业,*ST众和,第一创业,第一创业,东方财富,恒生电子,金证股份,西部证券,恒生电子,暴风集团,东方财富,西部证券,山东黄金,中国重工,紫金矿业,多氟多,中色股份,北方稀土,赣锋锂业,中信证券,赣锋锂业,天齐锂业,万 科Ａ,中信国安,山东黄金,盛讯达,华丽家族,电广传媒,华丽家族,同方股份,万 科Ａ,美的集团,山东黄金,山东黄金,中天科技,中信国安,辽宁成大,山东黄金,中信国安,中信国安,万 科Ａ,中信证券,东旭光电,中航资本,*ST坊展,中航资本,东旭光电,中信国安,健康元,国中水务,太平洋,万 科Ａ,华舟应急,航发控制,中信国安,*ST坊展,国中水务,上海电影,国中水务,棕榈股份,中信国安,万 科Ａ,中国平安,中信国安,格力电器,*ST中安,*ST中安,中信国安,*ST坊展,中信国安,中信国安,绿地控股,东旭光电,浙江东日,*ST昌鱼,中信国安,华胜天成,中国联通,京东方Ａ,海德股份,中国铁建,中国铁建,中国联通,中国建筑,中国铁建,伊利股份,太平洋,*ST坊展,恒生电子,中信证券,名家汇,名家汇,四川双马,四川双马,梅雁吉祥,梅雁吉祥,嘉麟杰,中金黄金,中国建筑,铜陵有色,汇顶科技,中铁工业,西部证券,大连港,梅雁吉祥,南 玻Ａ,南 玻Ａ,东方财富,江西铜业,锦龙股份,中国铁建,中信证券,中国联通,伊利股份,中国铁建,伊利股份,中国重工,中国重工,康得新,交通银行,中国联通,中国联通,格力电器,中国平安,*ST昌鱼,佳沃股份,银鸽投资,三江购物,中国建筑,中体产业,格力电器,中体产业,东旭光电,三江购物,银鸽投资
4,读者传媒,中国平安,长航凤凰,博敏电子,中科创达,河钢股份,招商蛇口,多氟多,招商蛇口,西部证券,财信发展,同花顺,多氟多,中信证券,中信证券,万达信息,奥飞娱乐,多氟多,航发控制,中国平安,中毅达,天齐锂业,中毅达,多氟多,中信证券,财信发展,天齐锂业,中信证券,中毅达,东方财富,宁波港,沙钢股份,天齐锂业,中信证券,东方财富,山东黄金,山东黄金,奥飞娱乐,东方财富,招商蛇口,中国平安,华工科技,棕榈股份,中信证券,东方财富,中国平安,中国平安,恒生电子,万达信息,苏宁云商,中国平安,金证股份,金证股份,中信证券,佳创视讯,东方财富,联络互动,联络互动,中信证券,巨轮智能,中信国安,多氟多,金亚科技,中信国安,东兴证券,天齐锂业,恒生电子,中信证券,航天信息,东方财富,中信国安,东方财富,天齐锂业,西部证券,华信国际,华信国际,大名城,赣锋锂业,五 粮 液,天齐锂业,西部证券,南方航空,*ST众和,西部证券,棕榈股份,*ST众和,*ST众和,天赐材料,格林美,恒生电子,西部证券,*ST众和,*ST众和,多氟多,多氟多,第一创业,中科三环,多伦科技,大富科技,北方稀土,多氟多,东方财富,金证股份,科大讯飞,西部证券,恒生电子,天齐锂业,天齐锂业,天齐锂业,格林美,第一创业,天齐锂业,山西证券,科恒股份,东方财富,兆新股份,东方财富,榕基软件,赣锋锂业,西部证券,山东黄金,中信证券,北方导航,中航飞机,山东黄金,中金黄金,小康股份,美的集团,中金黄金,掌趣科技,棕榈股份,赣锋锂业,暴风集团,乐视网,万 科Ａ,中天科技,中国宝安,山东黄金,多氟多,同方股份,山东黄金,同方股份,天海投资,中信国安,强生控股,中信国安,辽宁成大,方大炭素,山东黄金,中国平安,中信国安,江苏银行,中信证券,江苏银行,*ST坊展,中国宝安,中国宝安,国中水务,*ST坊展,中信国安,信威集团,东旭光电,旭光股份,中国电影,中国电影,太平洋,国中水务,冰川网络,国中水务,蒙草生态,江淮汽车,格力电器,亨通光电,*ST中安,方大炭素,蒙草生态,三聚环保,中国平安,圆通速递,蒙草生态,中国平安,格力电器,国元证券,通用股份,山东黄金,东旭光电,无锡银行,东旭光电,东旭光电,怡 亚 通,锡业股份,中国铁建,四川双马,顾家家居,西部证券,东旭光电,东旭光电,国民技术,中国建筑,来伊份,东旭光电,万 科Ａ,*ST坊展,国栋建设,嘉麟杰,煌上煌,金贵银业,山东黄金,通用股份,江西铜业,嘉麟杰,银河生物,新华网,齐翔腾达,中国平安,中信证券,北信源,绿地控股,中信证券,万 科Ａ,步长制药,东方财富,保利地产,保利地产,中信证券,乐视网,四川双马,易事特,东软集团,中国中车,中国船舶,中粮生化,中国联通,易事特,*ST昌鱼,中国平安,中国重工,三江购物,家家悦,中体产业,易事特,中体产业,利欧股份,中润资源
5,中国重工,华工科技,抚顺特钢,城投控股,兰花科创,财信发展,美好置业,中科创达,东兴证券,赣锋锂业,万达信息,多氟多,西部证券,天齐锂业,万达信息,财信发展,西部证券,完美世界,金证股份,西部证券,多氟多,中毅达,中信国安,中信证券,多氟多,赣锋锂业,华东科技,三峡水利,天齐锂业,沙钢股份,万达信息,财信发展,新兴铸管,万达信息,辽宁成大,天齐锂业,招商蛇口,广发证券,*ST 中绒,保利地产,保利地产,奥飞娱乐,民生银行,山东黄金,山东黄金,西部证券,中信证券,东方财富,恒生电子,中国平安,华泰证券,中国重工,财信发展,同花顺,金证股份,财信发展,中信证券,多氟多,金证股份,天齐锂业,中信证券,天齐锂业,中信国安,东方财富,恒生电子,赣锋锂业,中信国安,恒生电子,金亚科技,金亚科技,东方财富,中信证券,赣锋锂业,东方财富,中科创达,天齐锂业,天齐锂业,中信国安,天齐锂业,五 粮 液,爱康科技,西藏矿业,西部证券,西藏矿业,爱康科技,棕榈股份,西部证券,中信国安,盛和资源,江特电机,天赐材料,恒生电子,江特电机,赣锋锂业,民生银行,*ST众和,*ST众和,长信科技,多伦科技,天齐锂业,天齐锂业,天齐锂业,第一创业,金证股份,万达电影,乐视网,第一创业,西部证券,金证股份,佛塑科技,恒生电子,恒生电子,东方财富,西部证券,华工科技,东方财富,江特电机,暴风集团,天齐锂业,第一创业,暴风集团,恒生电子,多氟多,五 粮 液,中金黄金,天齐锂业,山东黄金,东方财富,中国核建,中金黄金,美的集团,中粮生化,西部证券,特 力Ａ,赣锋锂业,赣锋锂业,四维图新,电广传媒,西部证券,中金黄金,陕国投Ａ,美的集团,中天科技,山东黄金,*ST坊展,西部证券,中金黄金,华丽家族,辽宁成大,华丽家族,中国平安,东方财富,江苏银行,中航资本,绿地控股,金 融 街,恒生电子,张江高科,中信国安,*ST坊展,林洋能源,兆新股份,万 科Ａ,方大化工,方大化工,*ST坊展,万 科Ａ,亨通光电,万 科Ａ,亨通光电,国中水务,中信证券,方大炭素,兆易创新,中信国安,中信国安,太平洋,三角轮胎,*ST三泰,三角轮胎,中信国安,安德利,*ST三泰,梅雁吉祥,深深宝Ａ,中国平安,通用股份,蒙草生态,中国建筑,天齐锂业,天齐锂业,*ST坊展,东旭光电,中国中车,中国电建,第一创业,城投控股,伊利股份,东方财富,嘉凯城,天润数娱,中金黄金,梅雁吉祥,贤丰控股,四川双马,天润数娱,京东方Ａ,贤丰控股,方正证券,中铁工业,中金岭南,天润数娱,西部证券,南 玻Ａ,万 科Ａ,中国中车,东方网络,上海银行,招商蛇口,吉林敖东,中国铁建,中信证券,中国重工,中信证券,中国联通,中国联通,南洋科技,民生银行,中国中车,中信证券,中国重工,易事特,山东黄金,民生银行,中国联通,华安证券,中国船舶,中国船舶,华安证券,中粮生化,东方航空,上峰水泥,中润资源,三江购物
6,信威集团,金风科技,河钢股份,财信发展,东兴证券,招商蛇口,信威集团,中国平安,多氟多,东兴证券,*ST众和,四川金顶,*ST众和,中国平安,中国重工,西山煤电,中国重工,西部证券,飞乐音响,多氟多,中信证券,航发控制,财信发展,赣锋锂业,中毅达,科大讯飞,中毅达,中国重工,财信发展,天齐锂业,西部证券,万润科技,飞乐音响,天齐锂业,远大控股,*ST钒钛,保利地产,天齐锂业,中弘股份,招商银行,中金黄金,康得新,兴业银行,豫光金铅,东兴证券,东兴证券,保利地产,招商银行,多氟多,金证股份,太平洋,东兴证券,东兴证券,豫光金铅,棕榈股份,金证股份,金证股份,同花顺,棕榈股份,恒生电子,天齐锂业,东方财富,长航凤凰,长航凤凰,国海证券,三峡水利,山西证券,多氟多,爱施德,亚太股份,天齐锂业,北方稀土,恒生电子,深圳惠程,中信国安,海王生物,华信国际,天齐锂业,西部证券,恒生电子,南方航空,西部证券,中信国安,同方股份,西藏矿业,海航控股,中国平安,沧州明珠,西藏矿业,东方财富,山西证券,天赐材料,天赐材料,西部证券,大富科技,暴风集团,赣锋锂业,中科三环,北方稀土,东兴证券,北方稀土,多氟多,山西证券,西部证券,多氟多,格林美,天赐材料,格林美,赣锋锂业,天赐材料,佛塑科技,乐视网,天齐锂业,山西证券,乐视网,西部证券,中信国安,山东黄金,格林美,恒生电子,中航飞机,第一创业,东华软件,中金黄金,格林美,多氟多,西部证券,东旭光电,美的集团,西部证券,中金黄金,电广传媒,中粮生化,大富科技,西部证券,西部证券,中天科技,中金黄金,中国平安,美的集团,海虹控股,海虹控股,美的集团,金贵银业,山东黄金,方大炭素,东方财富,*ST坊展,中金黄金,第一创业,渤海金控,中国平安,金地集团,西部证券,华泰证券,*ST坊展,国中水务,东旭光电,江苏银行,银江股份,东旭光电,贵阳银行,同方股份,贵阳银行,绿地控股,中国电影,中国电影,万 科Ａ,榕基软件,ST慧球,亨通光电,蒙草生态,万 科Ａ,金科文化,三峡水利,格力电器,圆通速递,格力电器,蒙草生态,三峡水利,亨通光电,绿地控股,格力电器,太平洋,*ST三泰,京东方Ａ,金科股份,中钢国际,中信国安,东旭光电,中国建筑,中国建筑,名家汇,中国中铁,煌上煌,万 科Ａ,司尔特,中信国安,第一创业,山东黄金,中国建筑,嘉凯城,天润数娱,泸天化,深深宝Ａ,通用股份,国元证券,中信证券,煌上煌,东方财富,电魂网络,东方财富,中国联通,中国中车,中国中车,东方财富,南 玻Ａ,广发证券,中国铁建,中国中铁,中国重工,掌趣科技,中国中车,中国重工,中国中车,易事特,中国联通,中国重工,中国铁建,东软集团,中粮生化,民生银行,中国重工,煌上煌,徐家汇,格力电器,银鸽投资,中体产业,中国船舶,中国重工,万 科Ａ,金牛化工,中国联通,上峰水泥
7,赣锋锂业,兴业银行,信威集团,特 力Ａ,招商蛇口,美好置业,同花顺,昆仑万维,同花顺,中国平安,天齐锂业,东兴证券,苏宁云商,*ST众和,天齐锂业,天齐锂业,多氟多,天齐锂业,西部证券,中国重工,华丽家族,华丽家族,四维图新,中国重工,奥飞娱乐,东方财富,亚太股份,航发控制,奥飞娱乐,大恒科技,同花顺,长航凤凰,中粮生化,多氟多,天齐锂业,海通证券,万达信息,中国建筑,奥飞娱乐,东方财富,云南铜业,中金黄金,奥飞娱乐,赤峰黄金,中金黄金,中国中车,中国建筑,北京银行,棕榈股份,棕榈股份,广发证券,海通证券,奥飞娱乐,亚太股份,多氟多,中信证券,天齐锂业,天齐锂业,多氟多,万达信息,暴风集团,中国宝安,恒生电子,机器人,亚太股份,达安基因,多氟多,爱施德,暴风集团,金固股份,棕榈股份,恒生电子,天音控股,中信国安,恒生电子,中信证券,波导股份,中信证券,天业股份,中信证券,深天马Ａ,恒生电子,西藏矿业,东方财富,西部证券,南方航空,天赐材料,同方股份,天赐材料,西部证券,第一创业,暴风集团,东方财富,东方财富,西藏矿业,西藏矿业,东方财富,*ST众和,第一创业,多氟多,四维图新,劲胜智能,多氟多,第一创业,山西证券,西部证券,东方财富,天赐材料,东方财富,国轩高科,天赐材料,爱康科技,赣锋锂业,多氟多,棕榈股份,多氟多,兆新股份,山西证券,建发股份,中信国安,久之洋,中信国安,赣锋锂业,兆新股份,中国核建,日海通讯,北方导航,北方稀土,沙钢股份,暴风集团,山东黄金,棕榈股份,中金黄金,玲珑轮胎,隆基股份,四维图新,康得新,美的集团,华丽家族,海虹控股,西部证券,陕国投Ａ,申达股份,方大炭素,中天科技,*ST坊展,宝泰隆,强生控股,中天科技,西部证券,保利地产,中信国安,西部证券,暴风集团,金地集团,江苏银行,皇氏集团,贵阳银行,东旭光电,皇氏集团,中国宝安,万 科Ａ,幸福蓝海,江苏银行,幸福蓝海,中国平安,君正集团,三聚环保,山东黄金,国中水务,三聚环保,国中水务,格力电器,万 科Ａ,万 科Ａ,万 科Ａ,安图生物,三聚环保,四川双马,格力电器,蒙草生态,浙江东日,世名科技,电科院,东方财富,圆通速递,欣旺达,浙江东方,*ST坊展,际华集团,太平洋,东旭光电,金科文化,海德股份,太平洋,可立克,五 粮 液,泸天化,国元证券,锡业股份,来伊份,名家汇,*ST昌鱼,四川双马,锡业股份,东旭光电,天润数娱,国栋建设,第一创业,中国中铁,江西铜业,江西铜业,电魂网络,江西铜业,江西铜业,驰宏锌锗,上海银行,驰宏锌锗,东方财富,中国中车,美的集团,万 科Ａ,绿地控股,中国中车,易事特,苏宁云商,易事特,齐翔腾达,步 步 高,南洋科技,三江购物,山东黄金,中粮生化,中国联通,华安证券,珈伟股份,东方航空,中国核建,中国核建,际华集团,银鸽投资,银鸽投资,山东黄金,苏大维格
