name	industry	location
普莱柯	生物制药	河南
全 聚 德	酒店餐饮	北京
南方传媒	出版业	广东
华录百纳	影视音像	北京
三全食品	食品	河南
宝钢包装	广告包装	上海
仰帆控股	机械基件	湖北
宏达高科	纺织	浙江
佳士科技	专用机械	深圳
柏堡龙	服饰	广东
诚益通	电器仪表	北京
同济堂	医药商业	新疆
广西广电	影视音像	广西
海天精工	机床制造	浙江
银亿股份	区域地产	甘肃
中油资本	多元金融	山东
诚意药业	化学制药	浙江
华宏科技	专用机械	江苏
瑞茂通	仓储物流	山东
漳泽电力	火力发电	山西
乐山电力	水力发电	四川
亚太药业	化学制药	浙江
深圳燃气	供气供热	深圳
鲁商置业	区域地产	山东
温州宏丰	电气设备	浙江
兴业科技	纺织	福建
展鹏科技	电气设备	江苏
汇通能源	商贸代理	上海
健盛集团	纺织	浙江
恒天海龙	化纤	山东
广电电气	电气设备	上海
精艺股份	铜	广东
立霸股份	家用电器	江苏
凤凰光学	元器件	江西
天威视讯	影视音像	深圳
四川金顶	水泥	四川
万讯自控	电器仪表	深圳
辰安科技	软件服务	北京
吉祥航空	空运	上海
秋林集团	百货	黑龙江
中远海科	软件服务	上海
耀皮玻璃	玻璃	上海
*ST新城	区域地产	辽宁
博实股份	化工机械	黑龙江
深南电A	火力发电	深圳
龙江交通	路桥	黑龙江
华立股份	装修装饰	广东
上柴股份	机械基件	上海
奇精机械	机械基件	浙江
惠而浦	家用电器	安徽
三星医疗	电器仪表	浙江
城市传媒	出版业	山东
香梨股份	种植业	新疆
光力科技	电器仪表	河南
天康生物	饲料	新疆
林州重机	工程机械	河南
金桥信息	软件服务	上海
百花村	生物制药	新疆
毅昌股份	塑料	广东
康德莱	医疗保健	上海
欧普康视	医疗保健	安徽
标准股份	纺织机械	陕西
荣丰控股	区域地产	上海
山东章鼓	机械基件	山东
道恩股份	塑料	山东
大金重工	钢加工	辽宁
维格娜丝	服饰	江苏
景峰医药	化学制药	湖南
双成药业	化学制药	海南
科隆股份	化工原料	辽宁
郴电国际	水力发电	湖南
光洋股份	汽车配件	江苏
江西长运	公路	江西
爱普股份	食品	上海
朗迪集团	机械基件	浙江
同益股份	批发业	深圳
炬华科技	电器仪表	浙江
牧高笛	纺织	浙江
惠天热电	供气供热	辽宁
南岭民爆	化工原料	湖南
永创智能	专用机械	浙江
华伍股份	机械基件	江西
龙津药业	中成药	云南
珍宝岛	中成药	黑龙江
西昌电力	水力发电	四川
青松股份	化工原料	福建
*ST厦工	工程机械	福建
宁波中百	百货	浙江
宏昌电子	化工原料	广东
振东制药	中成药	山西
新莱应材	机械基件	江苏
世纪瑞尔	软件服务	北京
鹿港文化	影视音像	江苏
锦州港	港口	辽宁
*ST宏盛	多元金融	陕西
德新交运	公路	新疆
桂东电力	水力发电	广西
ST明科	化工原料	内蒙
润邦股份	工程机械	江苏
冀凯股份	专用机械	河北
长白山	旅游景点	吉林
百隆东方	纺织	浙江
*ST匹凸	区域地产	上海
松发股份	陶瓷	广东
泰胜风能	电气设备	上海
营口港	港口	辽宁
华升股份	纺织	湖南
巴士在线	广告包装	浙江
四川成渝	路桥	四川
哈三联	化学制药	黑龙江
交运股份	公共交通	上海
新界泵业	农用机械	浙江
宁波热电	供气供热	浙江
中衡设计	建筑施工	江苏
明星电缆	电气设备	四川
顺灏股份	造纸	上海
华茂股份	纺织	安徽
蓝科高新	化工机械	甘肃
日科化学	化工原料	山东
常宝股份	普钢	江苏
江苏神通	机械基件	江苏
山河药辅	化学制药	安徽
乔治白	服饰	浙江
中捷资源	纺织机械	浙江
江苏舜天	商贸代理	江苏
裕兴股份	塑料	江苏
*ST普林	元器件	天津
农发种业	种植业	北京
日上集团	汽车配件	福建
通程控股	百货	湖南
深冷股份	专用机械	四川
威 尔 泰	电器仪表	上海
新元科技	专用机械	北京
绿城水务	水务	广西
粤电力Ａ	火力发电	广东
合锻智能	机床制造	安徽
四环生物	生物制药	江苏
穗恒运Ａ	火力发电	广东
岱勒新材	矿物制品	湖南
达志科技	化工原料	广东
新疆浩源	供气供热	新疆
粤 传 媒	出版业	广东
恒立实业	汽车配件	湖南
亚威股份	机床制造	江苏
华通医药	医药商业	浙江
新光药业	中成药	浙江
深中华A	文教休闲	深圳
大连友谊	百货	辽宁
东方创业	商贸代理	上海
深天地Ａ	其他建材	深圳
美亚光电	专用机械	安徽
*ST中基	食品	新疆
开创国际	渔业	上海
清水源	化工原料	河南
浪莎股份	服饰	四川
中电电机	电气设备	江苏
安控科技	电器仪表	北京
罗莱生活	纺织	江苏
萃华珠宝	服饰	辽宁
黑牡丹	全国地产	江苏
柯利达	装修装饰	江苏
安记食品	食品	福建
广百股份	百货	广东
麦迪电气	电气设备	福建
普丽盛	轻工机械	上海
祥龙电业	建筑施工	湖北
*ST大有	煤炭开采	河南
*ST紫学	文教休闲	福建
斯莱克	专用机械	江苏
翠微股份	百货	北京
蓝英装备	专用机械	辽宁
ST亚太	区域地产	甘肃
迦南科技	医疗保健	浙江
三维工程	建筑施工	山东
广博股份	文教休闲	浙江
珠江钢琴	文教休闲	广东
华鼎股份	化纤	浙江
赣能股份	火力发电	江西
第一医药	医药商业	上海
国新能源	供气供热	山西
ST成城	商贸代理	吉林
宁波富达	区域地产	浙江
银座股份	百货	山东
亚星化学	化工原料	山东
申通地铁	公共交通	上海
昇兴股份	广告包装	福建
健民集团	中成药	湖北
佛慈制药	中成药	甘肃
百洋股份	渔业	广西
黔源电力	水力发电	贵州
依米康	专用机械	四川
实丰文化	文教休闲	广东
华电能源	火力发电	黑龙江
中泰桥梁	建筑施工	江苏
东宝生物	生物制药	内蒙
桃李面包	食品	辽宁
中洲控股	全国地产	深圳
*ST丹科	化工原料	上海
永吉股份	广告包装	贵州
鹏翎股份	汽车配件	天津
安迪苏	化学制药	北京
瑞凌股份	元器件	深圳
特 尔 佳	汽车配件	深圳
安利股份	塑料	安徽
灵康药业	化学制药	西藏
东方时尚	汽车服务	北京
江山欧派	家居用品	浙江
园城黄金	黄金	山东
康达尔	饲料	深圳
开开实业	中成药	上海
三鑫医疗	医疗保健	江西
宁波精达	专用机械	浙江
比音勒芬	服饰	广东
浩云科技	软件服务	广东
*ST万里	电气设备	重庆
金山股份	火力发电	辽宁
永新股份	塑料	安徽
金明精机	专用机械	广东
元力股份	化工原料	福建
易世达	电气设备	辽宁
吉林高速	路桥	吉林
博通股份	软件服务	陕西
瑞普生物	生物制药	天津
天药股份	化学制药	天津
恒锋工具	机械基件	浙江
广聚能源	石油贸易	深圳
创新医疗	医疗保健	浙江
登云股份	汽车配件	广东
恒银金融	电脑设备	天津
ST南化	化工原料	广西
原尚股份	仓储物流	广东
盛通股份	广告包装	北京
ST山水	文教休闲	山西
*ST沪科	普钢	上海
台华新材	纺织	浙江
森霸股份	元器件	河南
华通热力	供气供热	北京
中国国贸	园区开发	北京
*ST京城	专用机械	北京
ST景谷	林业	云南
大理药业	化学制药	云南
拉夏贝尔	服饰	上海
大博医疗	医疗保健	福建
N辰欣	化学制药	山东
天目湖	旅游景点	江苏
N铭普	元器件	广东
亚士创能	染料涂料	上海
掌阅科技	互联网	北京
N国芳	百货	甘肃
傲农生物	饲料	福建
世纪天鸿	出版业	山东
阿石创	元器件	福建
新华传媒	出版业	上海
汉商集团	百货	湖北
S*ST前锋	区域地产	四川
ST云维	焦炭加工	云南
文投控股	影视音像	辽宁
中船防务	船舶	广东
南京新百	百货	江苏
东阳光科	铝	广东
奥瑞德	元器件	重庆
哈药股份	化学制药	黑龙江
豫园股份	百货	上海
长电科技	半导体	江苏
八一钢铁	普钢	新疆
天华院	化工机械	山东
老白干酒	白酒	河北
时代出版	出版业	安徽
信威集团	通信设备	北京
百利电气	电气设备	天津
江山股份	农药化肥	江苏
天科股份	化工原料	四川
国旅联合	旅游服务	江苏
宏达股份	铅锌	四川
兰太实业	化工原料	内蒙
上海家化	日用化工	上海
亿阳信通	软件服务	黑龙江
大湖股份	渔业	湖南
延长化建	建筑施工	陕西
云南城投	区域地产	云南
罗顿发展	综合类	海南
中国船舶	船舶	上海
商赢环球	塑料	宁夏
*ST新亿	陶瓷	新疆
中葡股份	红黄药酒	新疆
保千里	电脑设备	江苏
聚灿光电	半导体	江苏
威唐工业	专用机械	江苏
九典制药	化学制药	湖南
集泰股份	化工原料	广东
德生科技	元器件	广东
华森制药	化学制药	重庆
华阳集团	元器件	广东
金逸影视	影视音像	广东
宇环数控	机床制造	湖南
*ST建峰	农药化肥	重庆
*ST钒钛	普钢	四川
*ST烯碳	矿物制品	辽宁
*ST川化	农药化肥	四川
万隆光电	通信设备	浙江
精研科技	元器件	江苏
宣亚国际	广告包装	北京
立昂技术	通信设备	新疆
移为通信	通信设备	上海
贝斯特	汽车配件	江苏
山鼎设计	建筑施工	四川
赛摩电气	电器仪表	江苏
华铭智能	专用机械	上海
创业软件	软件服务	浙江
暴风集团	互联网	北京
中光防雷	元器件	四川
快乐购	百货	湖南
三联虹普	纺织机械	北京
易事特	电气设备	广东
联创互联	互联网	山东
科恒股份	元器件	广东
国瓷材料	陶瓷	山东
南通锻压	专用机械	江苏
海联讯	软件服务	深圳
开能环保	环境保护	上海
尔康制药	化学制药	湖南
科大智能	电气设备	上海
中海达	通信设备	广东
通源石油	石油开采	陕西
先锋新材	其他建材	浙江
神雾环保	环境保护	北京
科融环境	环境保护	江苏
中金环境	专用机械	浙江
中环装备	电气设备	陕西
新国都	电脑设备	深圳
新开源	化工原料	河南
乐视网	互联网	北京
双林股份	汽车服务	浙江
科新机电	专用机械	四川
金通灵	机械基件	江苏
文化长城	陶瓷	广东
银之杰	软件服务	深圳
钢研高纳	小金属	北京
吉峰农机	其他商业	四川
南风股份	电气设备	广东
卫光生物	生物制药	深圳
英维克	专用机械	深圳
华锋股份	元器件	广东
奇信股份	装修装饰	深圳
南兴装备	家居用品	广东
永兴特钢	特种钢	浙江
爱迪尔	服饰	深圳
万达电影	影视音像	北京
顾地科技	塑料	湖北
猛狮科技	电气设备	广东
顺威股份	塑料	广东
康达新材	化工原料	上海
扬子新材	其他建材	江苏
加加食品	食品	湖南
勤上股份	半导体	广东
赞宇科技	日用化工	浙江
光启技术	汽车配件	浙江
三垒股份	专用机械	辽宁
艾格拉斯	互联网	浙江
大连电瓷	电气设备	辽宁
通达动力	电气设备	江苏
群兴玩具	文教休闲	广东
步森股份	服饰	浙江
*ST弘高	装修装饰	北京
*ST圣莱	家用电器	浙江
中超控股	电气设备	江苏
龙星化工	化工原料	河北
胜利精密	元器件	江苏
雅克科技	化工原料	江苏
北京利尔	其他建材	北京
南洋科技	元器件	浙江
蓝帆医疗	医疗保健	山东
千方科技	软件服务	北京
赫美集团	服饰	深圳
泰尔股份	机械基件	安徽
新纶科技	化工原料	深圳
宇顺电子	元器件	深圳
大 东 南	塑料	浙江
德奥通航	航空	广东
兆新股份	染料涂料	深圳
江南化工	化工原料	安徽
利达光电	元器件	河南
深圳惠程	电气设备	深圳
印纪传媒	影视音像	四川
贤丰控股	元器件	广东
中环股份	半导体	天津
三钢闽光	普钢	福建
雪 莱 特	家用电器	广东
沙钢股份	特种钢	江苏
长城影视	影视音像	江苏
*ST众和	纺织	福建
云南能投	食品	云南
霞客环保	化纤	江苏
凯恩股份	造纸	浙江
精功科技	专用机械	浙江
宗申动力	摩托车	重庆
皇台酒业	白酒	甘肃
中弘股份	区域地产	安徽
*ST河化	农药化肥	广西
一汽夏利	汽车整车	天津
茂业通信	通信设备	河北
银星能源	新型电力	宁夏
鑫茂科技	通信设备	天津
神雾节能	环境保护	辽宁
银河生物	生物制药	广西
*ST金宇	纺织	四川
通化金马	中成药	吉林
*ST三维	化工原料	山西
新能泰山	火力发电	山东
*ST华泽	小金属	四川
建新矿业	铅锌	重庆
襄阳轴承	机械基件	湖北
天夏智慧	软件服务	广西
万方发展	批发业	辽宁
京汉股份	全国地产	湖北
阳光股份	区域地产	广西
神州易桥	化学制药	青海
平潭发展	林业	福建
东北电气	电气设备	江苏
昆百大Ａ	百货	云南
神州信息	软件服务	深圳
中天金融	多元金融	贵州
华塑控股	其他建材	四川
中润资源	区域地产	山东
南华生物	出版业	湖南
海虹控股	医疗保健	海南
东方市场	综合类	江苏
中信海直	空运	深圳
深大通	广告包装	深圳
中国天楹	环境保护	江苏
神州数码	综合类	深圳
中粮地产	全国地产	深圳
深深房Ａ	区域地产	深圳
深深宝Ａ	软饮料	深圳
深振业Ａ	区域地产	深圳
金鸿顺	汽车配件	江苏
洛凯股份	元器件	江苏
阿科力	化工原料	江苏
晶华新材	化工原料	上海
中曼石油	专用机械	上海
京华激光	电器仪表	浙江
翔港科技	广告包装	上海
风语筑	文教休闲	上海
金辰股份	专用机械	辽宁
东方材料	染料涂料	浙江
横店影视	影视音像	浙江
财通证券	证券	浙江
*ST昆机	机床制造	云南
*ST吉恩	小金属	吉林
国泰集团	化工原料	江西
克来机电	专用机械	上海
博敏电子	元器件	广东
龙韵股份	广告包装	上海
高能环境	环境保护	北京
三星新材	玻璃	浙江
韦尔股份	半导体	上海
井神股份	化工原料	江苏
荣晟环保	造纸	浙江
上海沪工	专用机械	上海
康尼机电	运输设备	江苏
泛微网络	软件服务	上海
天鹅股份	专用机械	山东
北特科技	汽车配件	上海
出版传媒	出版业	辽宁
中国重工	船舶	北京
郑煤机	工程机械	河南
长城汽车	汽车整车	河北
中国铝业	铝	北京
江南嘉捷	运输设备	江苏
白银有色	铜	甘肃
*ST重钢	普钢	重庆
雷鸣科化	化工原料	安徽
新五丰	农业综合	湖南
江苏有线	影视音像	江苏
中房股份	区域地产	北京
厦华电子	家用电器	福建
人民同泰	医药商业	黑龙江
