name	industry	location
合纵科技	电气设备	北京
杭氧股份	化工机械	浙江
凯撒旅游	旅游服务	陕西
上港集团	港口	上海
豫光金铅	铅锌	河南
华业资本	全国地产	北京
方正证券	证券	湖南
煌上煌	食品	江西
金 螳 螂	装修装饰	江苏
起步股份	服饰	浙江
宝硕股份	证券	河北
京能置业	全国地产	北京
国海证券	证券	广西
国机汽车	汽车配件	天津
岭南园林	建筑施工	广东
洲际油气	石油开采	海南
远兴能源	化工原料	内蒙
国信证券	证券	深圳
海南橡胶	橡胶	海南
庞大集团	汽车服务	河北
华发股份	区域地产	广东
耐威科技	元器件	北京
大冶特钢	特种钢	湖北
龙马环卫	专用机械	福建
能科股份	软件服务	北京
海特生物	生物制药	湖北
亿通科技	通信设备	江苏
中国中期	公路	北京
珠海港	港口	广东
易德龙	元器件	江苏
圣阳股份	电气设备	山东
风神股份	汽车配件	河南
刚泰控股	黄金	甘肃
鼎龙股份	化工原料	湖北
万孚生物	生物制药	广东
嘉泽新能	新型电力	宁夏
聚光科技	环境保护	浙江
东湖高新	园区开发	湖北
航天科技	航空	黑龙江
闰土股份	染料涂料	浙江
北新路桥	建筑施工	新疆
卫星石化	化工原料	浙江
中孚信息	软件服务	山东
华测导航	通信设备	上海
埃斯顿	机械基件	江苏
成飞集成	汽车配件	四川
亚翔集成	装修装饰	江苏
科蓝软件	软件服务	北京
雅戈尔	服饰	浙江
永艺股份	家居用品	浙江
四川长虹	家用电器	四川
同有科技	软件服务	北京
中国核电	新型电力	北京
广联达	软件服务	北京
三超新材	矿物制品	江苏
紫江企业	广告包装	上海
徐工机械	工程机械	江苏
银鸽投资	造纸	河南
实达集团	电脑设备	福建
信达地产	全国地产	北京
博深工具	轻工机械	河北
浙数文化	出版业	浙江
兖州煤业	煤炭开采	山东
汇纳科技	互联网	上海
壹桥股份	渔业	辽宁
恒顺众昇	电气设备	山东
益佰制药	中成药	贵州
厦门信达	综合类	福建
银河磁体	元器件	四川
科林电气	电气设备	河北
奥瑞金	广告包装	北京
威星智能	电器仪表	浙江
星云股份	电器仪表	福建
小天鹅Ａ	家用电器	江苏
三角轮胎	汽车配件	山东
万业企业	区域地产	上海
中国国航	空运	北京
兆驰股份	家用电器	深圳
汉得信息	软件服务	上海
金发科技	塑料	广东
海信科龙	家用电器	广东
星徽精密	机械基件	广东
平煤股份	煤炭开采	河南
勘设股份	建筑施工	贵州
山东高速	路桥	山东
杰恩设计	装修装饰	深圳
亚泰集团	水泥	吉林
星星科技	元器件	浙江
科华恒盛	电气设备	福建
彩虹股份	元器件	陕西
新疆众和	铝	新疆
宏图高科	其他商业	江苏
博世科	环境保护	广西
乐凯胶片	化工原料	河北
星源材质	化工原料	深圳
江铃汽车	汽车整车	江西
东方能源	火力发电	河北
上海建工	建筑施工	上海
摩登大道	服饰	广东
富瑞特装	化工机械	江苏
宏发股份	电气设备	湖北
新奥股份	农药化肥	河北
常山股份	纺织	河北
绝味食品	食品	湖南
创意信息	软件服务	四川
中恒电气	电气设备	浙江
卓翼科技	通信设备	深圳
东南网架	建筑施工	浙江
浪潮软件	软件服务	山东
中南建设	建筑施工	江苏
南大光电	元器件	江苏
方大化工	化工原料	辽宁
凌云股份	汽车配件	河北
当代明诚	影视音像	湖北
永和智控	机械基件	浙江
华控赛格	元器件	深圳
*ST昌九	化工原料	江西
光韵达	元器件	深圳
可立克	电气设备	深圳
兴森科技	元器件	深圳
深物业A	区域地产	深圳
友阿股份	百货	湖南
石英股份	矿物制品	江苏
苏州科达	通信设备	江苏
北京文化	旅游服务	北京
常山药业	生物制药	河北
元隆雅图	文教休闲	北京
共达电声	元器件	山东
巨星科技	轻工机械	浙江
国投电力	水力发电	北京
天广中茂	专用机械	福建
内蒙一机	运输设备	内蒙
中材国际	建筑施工	江苏
航天电器	元器件	贵州
川大智胜	软件服务	四川
福成股份	农业综合	河北
扬杰科技	半导体	江苏
民和股份	农业综合	山东
华媒控股	广告包装	浙江
上海环境	环境保护	上海
泰和新材	化纤	山东
国药股份	医药商业	北京
合康新能	电气设备	北京
苏 泊 尔	家用电器	浙江
塔牌集团	水泥	广东
风华高科	元器件	广东
万集科技	软件服务	北京
正邦科技	饲料	江西
电广传媒	影视音像	湖南
保隆科技	汽车配件	上海
天津港	港口	天津
蓝黛传动	汽车配件	重庆
中联重科	工程机械	湖南
蓝光发展	区域地产	四川
健友股份	化学制药	江苏
唐山港	港口	河北
经纬纺机	纺织机械	北京
东山精密	通信设备	江苏
洪都航空	航空	江西
乐普医疗	医疗保健	北京
万润股份	化工原料	山东
国睿科技	通信设备	江苏
华远地产	区域地产	北京
万通智控	汽车配件	浙江
德豪润达	家用电器	广东
美盛文化	服饰	浙江
金洲慈航	批发业	黑龙江
天泽信息	软件服务	江苏
云南锗业	小金属	云南
江泉实业	综合类	山东
凯瑞德	纺织	山东
雪浪环境	环境保护	江苏
岱美股份	汽车配件	上海
艾德生物	生物制药	福建
赤峰黄金	黄金	内蒙
铜峰电子	元器件	安徽
青岛金王	日用化工	山东
特 力Ａ	汽车服务	深圳
宜宾纸业	造纸	四川
宜华生活	家居用品	广东
新文化	影视音像	上海
方正电机	纺织机械	浙江
豫金刚石	矿物制品	河南
富临精工	汽车配件	四川
新集能源	煤炭开采	安徽
富安娜	纺织	深圳
春风动力	摩托车	浙江
睿能科技	纺织机械	福建
顺络电子	元器件	深圳
西泵股份	汽车配件	河南
台基股份	半导体	湖北
恒邦股份	黄金	山东
激智科技	元器件	浙江
华扬联众	互联网	北京
科力尔	电气设备	湖南
申通快递	仓储物流	浙江
华昌达	专用机械	湖北
智能自控	电器仪表	江苏
东方明珠	影视音像	上海
千禾味业	食品	四川
焦作万方	铝	河南
翰宇药业	化学制药	深圳
国美通讯	通信设备	山东
省广股份	广告包装	广东
保变电气	电气设备	河北
正平股份	建筑施工	青海
恒顺醋业	食品	江苏
键桥通讯	软件服务	深圳
中公高科	公路	北京
富春环保	火力发电	浙江
超频三	元器件	深圳
超华科技	元器件	广东
大立科技	电器仪表	浙江
智云股份	电器仪表	辽宁
金能科技	化工原料	山东
博威合金	铜	浙江
博腾股份	化学制药	重庆
航新科技	航空	广东
禾丰牧业	饲料	辽宁
集友股份	广告包装	安徽
辽宁成大	商贸代理	辽宁
必康股份	化学制药	江苏
长春一东	汽车配件	吉林
万盛股份	化工原料	浙江
云内动力	机械基件	云南
中工国际	建筑施工	北京
中科金财	软件服务	北京
上海银行	银行	上海
全信股份	电气设备	江苏
蓝海华腾	电气设备	深圳
天神娱乐	互联网	辽宁
*ST一重	工程机械	黑龙江
江苏吴中	综合类	江苏
大众公用	供气供热	上海
中持股份	环境保护	北京
金域医学	医疗保健	广东
证通电子	电器仪表	深圳
万安科技	汽车配件	浙江
永悦科技	化工原料	福建
濮阳惠成	化工原料	河南
西南证券	证券	重庆
罗平锌电	铅锌	云南
强力新材	化工原料	江苏
高鸿股份	软件服务	贵州
振华科技	元器件	贵州
广汇汽车	汽车服务	辽宁
迎驾贡酒	白酒	安徽
大丰实业	专用机械	浙江
传艺科技	电脑设备	江苏
福星股份	区域地产	湖北
*ST 中绒	纺织	宁夏
鱼跃医疗	医疗保健	江苏
联得装备	专用机械	深圳
新洋丰	农药化肥	湖北
湘油泵	汽车配件	湖南
兔 宝 宝	其他建材	浙江
中泰股份	机械基件	浙江
湖南黄金	黄金	湖南
济民制药	化学制药	浙江
沪电股份	元器件	江苏
鸿博股份	广告包装	福建
瑞康医药	医药商业	山东
东方电气	电气设备	四川
奋达科技	家用电器	深圳
科林环保	环境保护	江苏
东江环保	环境保护	广东
吉华集团	染料涂料	浙江
东尼电子	元器件	浙江
聚龙股份	专用机械	辽宁
濮耐股份	其他建材	河南
滨江集团	区域地产	浙江
开滦股份	煤炭开采	河北
金科股份	区域地产	重庆
中广天择	影视音像	湖南
华信国际	农药化肥	安徽
天邦股份	饲料	浙江
陇神戎发	中成药	甘肃
温氏股份	农业综合	广东
联创电子	元器件	浙江
天沃科技	化工机械	江苏
金陵体育	文教休闲	江苏
卧龙电气	电气设备	浙江
尖峰集团	水泥	浙江
任子行	软件服务	广东
安科生物	生物制药	安徽
迪安诊断	医疗保健	浙江
数码科技	通信设备	北京
联化科技	化工原料	浙江
万东医疗	医疗保健	北京
天奇股份	工程机械	江苏
兆日科技	元器件	深圳
新泉股份	汽车配件	江苏
华贸物流	仓储物流	上海
柘中股份	电气设备	上海
泰禾光电	专用机械	安徽
西仪股份	汽车配件	云南
友好集团	百货	新疆
宝新能源	火力发电	广东
浙江医药	化学制药	浙江
蓝晓科技	化工原料	陕西
祥源文化	影视音像	浙江
凯盛科技	玻璃	安徽
朗新科技	软件服务	江苏
江中药业	中成药	江西
新经典	出版业	天津
科锐国际	综合类	北京
三孚股份	化工原料	河北
上海石化	石油加工	上海
宁波港	港口	浙江
鲁抗医药	化学制药	山东
同为股份	元器件	深圳
正丹股份	化工原料	江苏
三川智慧	电器仪表	江西
宝馨科技	机械基件	江苏
昊华能源	煤炭开采	北京
全通教育	文教休闲	广东
四川美丰	农药化肥	四川
启明信息	软件服务	吉林
天马股份	机械基件	浙江
迪马股份	全国地产	重庆
亿利洁能	新型电力	内蒙
凤形股份	机械基件	安徽
智慧松德	轻工机械	广东
中粮糖业	食品	新疆
五矿发展	商贸代理	北京
陆家嘴	园区开发	上海
泰合健康	中成药	四川
华谊集团	汽车配件	上海
东晶电子	元器件	浙江
神州长城	装修装饰	深圳
江河集团	装修装饰	北京
荣科科技	软件服务	辽宁
维科精华	纺织	浙江
卫宁健康	软件服务	上海
云赛智联	软件服务	上海
敦煌种业	种植业	甘肃
一汽富维	汽车配件	吉林
太阳能	新型电力	重庆
溢多利	饲料	广东
精准信息	电器仪表	山东
海航基础	百货	海南
华映科技	元器件	福建
天喻信息	元器件	湖北
优博讯	软件服务	深圳
和邦生物	化工原料	四川
国创高新	石油加工	湖北
广深铁路	铁路	深圳
金龙羽	电气设备	深圳
英联股份	广告包装	广东
黑牛食品	软饮料	广东
天际股份	家用电器	广东
千山药机	医疗保健	湖南
辉隆股份	其他商业	安徽
际华集团	服饰	北京
中国软件	软件服务	北京
民丰特纸	造纸	浙江
大龙地产	区域地产	北京
申科股份	机械基件	浙江
外运发展	仓储物流	北京
中潜股份	专用机械	广东
顶点软件	软件服务	福建
双环传动	机械基件	浙江
冠城大通	全国地产	福建
广州酒家	食品	广东
合诚股份	建筑施工	福建
乾照光电	半导体	福建
长生生物	生物制药	江苏
安徽水利	建筑施工	安徽
盘江股份	煤炭开采	贵州
扬农化工	农药化肥	江苏
晋亿实业	机械基件	浙江
西陇科学	化工原料	广东
皇氏集团	乳制品	广西
梅雁吉祥	水力发电	广东
道明光学	化工原料	浙江
久立特材	特种钢	浙江
华金资本	元器件	广东
海默科技	石油开采	甘肃
亚星锚链	船舶	江苏
德创环保	环境保护	浙江
泰山石油	石油贸易	山东
三维丝	环境保护	福建
朗科智能	电气设备	深圳
武进不锈	钢加工	江苏
三利谱	元器件	深圳
海航投资	全国地产	辽宁
镇海股份	建筑施工	浙江
广田集团	装修装饰	深圳
柳 工	工程机械	广西
九 芝 堂	中成药	湖南
大唐发电	火力发电	北京
康斯特	电器仪表	北京
久之洋	电器仪表	湖北
新华制药	化学制药	山东
嘉化能源	化工原料	浙江
纳思达	电脑设备	广东
西部资源	铜	四川
富控互动	互联网	上海
数源科技	综合类	浙江
陕国投Ａ	多元金融	陕西
中航重机	机械基件	贵州
长江投资	仓储物流	上海
东方精工	轻工机械	广东
新 希 望	饲料	四川
东睦股份	机械基件	浙江
莱克电气	家用电器	江苏
东莞控股	路桥	广东
农 产 品	农业综合	深圳
新研股份	农用机械	新疆
西安饮食	酒店餐饮	陕西
五洋科技	机械基件	江苏
中文在线	出版业	北京
顾家家居	家居用品	浙江
三峡水利	水力发电	重庆
宝通科技	互联网	江苏
天晟新材	塑料	江苏
名雕股份	装修装饰	深圳
山河智能	工程机械	湖南
大元泵业	专用机械	浙江
德尔未来	家居用品	江苏
拓日新能	半导体	深圳
华鹏飞	软件服务	深圳
佳讯飞鸿	通信设备	北京
厦门港务	港口	福建
奥飞娱乐	影视音像	广东
山东华鹏	玻璃	山东
哈空调	电气设备	黑龙江
仙琚制药	生物制药	浙江
号百控股	酒店餐饮	上海
骆驼股份	电气设备	湖北
西安旅游	旅游服务	陕西
小商品城	商品城	浙江
新凤鸣	化纤	浙江
太阳电缆	电气设备	福建
民德电子	电脑设备	深圳
卧龙地产	全国地产	浙江
招商轮船	水运	上海
斯太尔	汽车配件	湖北
苏大维格	元器件	江苏
京威股份	汽车配件	北京
风范股份	电气设备	江苏
神州泰岳	软件服务	北京
马应龙	中成药	湖北
完美世界	影视音像	浙江
百联股份	超市连锁	上海
南洋股份	电气设备	广东
银泰资源	铅锌	内蒙
海正药业	化学制药	浙江
山推股份	工程机械	山东
华钰矿业	铅锌	西藏
太极股份	软件服务	北京
中钢国际	建筑施工	吉林
绿盟科技	软件服务	北京
美克家居	家居用品	新疆
哈森股份	服饰	江苏
中航电子	航空	北京
国光电器	元器件	广东
天健集团	建筑施工	深圳
利君股份	专用机械	四川
安通控股	仓储物流	黑龙江
苏宁环球	区域地产	吉林
浙江世宝	汽车配件	浙江
双鹭药业	生物制药	北京
大参林	医药商业	广东
金刚玻璃	玻璃	广东
复旦复华	综合类	上海
东北制药	化学制药	辽宁
新日恒力	钢加工	宁夏
中材科技	化纤	江苏
巨人网络	互联网	重庆
金徽酒	白酒	甘肃
川投能源	水力发电	四川
东方嘉盛	仓储物流	深圳
瀚叶股份	农药化肥	浙江
三五互联	互联网	福建
四创电子	通信设备	安徽
冠豪高新	造纸	广东
天壕环境	环境保护	北京
立思辰	软件服务	北京
容大感光	染料涂料	深圳
张江高科	园区开发	上海
宁波海运	水运	浙江
渤海金控	多元金融	新疆
四通股份	陶瓷	广东
瑞和股份	装修装饰	深圳
罗 牛 山	农业综合	海南
华海药业	化学制药	浙江
大商股份	百货	辽宁
ST生化	生物制药	山西
华宇软件	软件服务	北京
中化国际	商贸代理	上海
科斯伍德	染料涂料	江苏
洲明科技	半导体	深圳
利欧股份	互联网	浙江
华东电脑	软件服务	上海
广汇能源	石油开采	新疆
红阳能源	煤炭开采	辽宁
华意压缩	专用机械	江西
爱司凯	专用机械	广东
正川股份	医疗保健	重庆
人民网	互联网	北京
精锻科技	汽车配件	江苏
财信发展	区域地产	北京
帝龙文化	装修装饰	浙江
重庆百货	百货	重庆
金花股份	中成药	陕西
人人乐	超市连锁	深圳
河北宣工	工程机械	河北
四川路桥	建筑施工	四川
杰克股份	纺织机械	浙江
贵广网络	影视音像	贵州
徐家汇	百货	上海
绿茵生态	建筑施工	天津
中恒集团	中成药	广西
帝王洁具	家居用品	四川
首航节能	电气设备	北京
元祖股份	食品	上海
步 步 高	超市连锁	湖南
粤 水 电	建筑施工	广东
金杯汽车	汽车整车	辽宁
香江控股	全国地产	深圳
天山生物	农业综合	新疆
麦格米特	电气设备	深圳
世纪华通	汽车配件	浙江
深圳机场	机场	深圳
大通燃气	供气供热	四川
利源精制	铝	吉林
平高电气	电气设备	河南
天瑞仪器	电器仪表	江苏
迪森股份	供气供热	广东
金鹰股份	纺织	浙江
青青稞酒	白酒	青海
常铝股份	铝	江苏
青岛双星	汽车配件	山东
华昌化工	农药化肥	江苏
长青集团	环境保护	广东
华斯股份	服饰	河北
神力股份	电气设备	江苏
宋城演艺	旅游景点	浙江
露笑科技	电气设备	浙江
华凯创意	软件服务	湖南
航天动力	航空	陕西
信捷电气	电气设备	江苏
众信旅游	旅游服务	北京
赣粤高速	路桥	江西
首旅酒店	酒店餐饮	北京
回天新材	化工原料	湖北
迪威视讯	通信设备	深圳
广东鸿图	机械基件	广东
汉鼎宇佑	软件服务	浙江
达 意 隆	轻工机械	广东
金发拉比	服饰	广东
德尔股份	汽车配件	辽宁
汉威科技	电器仪表	河南
南 玻Ａ	玻璃	深圳
广州港	港口	广东
爱施德	电器连锁	深圳
软控股份	软件服务	山东
清源股份	电气设备	福建
梅安森	软件服务	重庆
合金投资	综合类	新疆
新湖中宝	全国地产	浙江
上海梅林	食品	上海
登海种业	种植业	山东
石基信息	软件服务	北京
光一科技	电气设备	江苏
博彦科技	软件服务	北京
联美控股	供气供热	辽宁
金浦钛业	化工原料	吉林
美年健康	医疗保健	江苏
惠达卫浴	家居用品	河北
飞天诚信	软件服务	北京
湖北宜化	农药化肥	湖北
瀚蓝环境	水务	广东
美芝股份	装修装饰	深圳
双塔食品	食品	山东
三元股份	乳制品	北京
鞍重股份	工程机械	辽宁
ST慧球	软件服务	广西
游久游戏	互联网	上海
深赤湾Ａ	港口	深圳
乐心医疗	医疗保健	广东
石化油服	石油开采	北京
西王食品	食品	山东
中国电影	影视音像	北京
拉芳家化	日用化工	广东
润达医疗	医药商业	上海
蓝色光标	广告包装	北京
交大昂立	医疗保健	上海
精测电子	电器仪表	湖北
泰禾集团	区域地产	福建
康恩贝	中成药	浙江
晋西车轴	运输设备	山西
银轮股份	汽车配件	浙江
金安国纪	元器件	上海
中原高速	路桥	河南
齐峰新材	造纸	山东
信雅达	软件服务	浙江
歌华有线	影视音像	北京
华铁科技	钢加工	浙江
珠江实业	全国地产	广东
亚盛集团	农业综合	甘肃
三峡新材	玻璃	湖北
博迈科	石油开采	天津
恒锋信息	软件服务	福建
首开股份	区域地产	北京
金固股份	汽车配件	浙江
好莱客	家居用品	广东
瑞丰高材	化工原料	山东
远方信息	电器仪表	浙江
峨眉山Ａ	旅游景点	四川
栖霞建设	区域地产	江苏
麦趣尔	乳制品	新疆
星期六	服饰	广东
梦百合	家居用品	江苏
中来股份	塑料	江苏
宜安科技	铝	广东
诺 普 信	农药化肥	深圳
百利科技	建筑施工	湖南
英 力 特	化工原料	宁夏
中航地产	全国地产	深圳
华统股份	食品	浙江
森源电气	电气设备	河南
正业科技	电器仪表	广东
视源股份	元器件	广东
中煤能源	煤炭开采	北京
飞乐音响	电器仪表	上海
大北农	饲料	北京
东风科技	汽车配件	上海
新开普	软件服务	河南
云煤能源	焦炭加工	云南
航天长峰	专用机械	北京
丽江旅游	旅游景点	云南
世茂股份	全国地产	上海
拓斯达	专用机械	广东
一心堂	医药商业	云南
杭锅股份	专用机械	浙江
华源控股	广告包装	江苏
爱康科技	电气设备	江苏
万通地产	区域地产	北京
秀强股份	玻璃	江苏
北讯集团	钢加工	山东
星辉娱乐	文教休闲	广东
海大集团	饲料	广东
博晖创新	医疗保健	北京
海南矿业	普钢	海南
唐德影视	影视音像	浙江
百川能源	供气供热	湖北
菲达环保	环境保护	浙江
罗普斯金	铝	江苏
恒力股份	化纤	辽宁
拓尔思	软件服务	北京
科士达	电器仪表	深圳
乐凯新材	化工原料	河北
理工光科	电器仪表	湖北
中南文化	影视音像	江苏
节能风电	新型电力	北京
博济医药	医疗保健	广东
华鑫股份	全国地产	上海
三丰智能	专用机械	湖北
银邦股份	铝	江苏
东华科技	建筑施工	安徽
格尔软件	软件服务	上海
*ST天成	电气设备	贵州
邦宝益智	文教休闲	广东
雏鹰农牧	农业综合	河南
宝莱特	医疗保健	广东
美亚柏科	软件服务	福建
光莆股份	半导体	福建
凯龙股份	化工原料	湖北
禾望电气	电气设备	深圳
莱茵生物	中成药	广西
紫鑫药业	中成药	吉林
华润双鹤	化学制药	北京
鲁北化工	农药化肥	山东
春秋航空	空运	上海
福建水泥	水泥	福建
国际医学	百货	陕西
维维股份	软饮料	江苏
维业股份	装修装饰	深圳
万和电气	家用电器	广东
天龙集团	染料涂料	广东
宏辉果蔬	农业综合	广东
国统股份	其他建材	新疆
开尔新材	陶瓷	浙江
徕木股份	元器件	上海
当代东方	影视音像	山西
三夫户外	其他商业	北京
运达科技	软件服务	四川
赤天化	农药化肥	贵州
伊之密	专用机械	广东
天桥起重	工程机械	湖南
京投发展	区域地产	浙江
博信股份	建筑施工	广东
理工环科	环境保护	浙江
道道全	食品	湖南
智慧能源	电气设备	青海
新宏泽	广告包装	广东
江苏索普	化工原料	江苏
鸿达兴业	化工原料	江苏
亚夏汽车	汽车服务	安徽
中视传媒	影视音像	上海
尚品宅配	家居用品	广东
榕基软件	软件服务	福建
航天机电	半导体	上海
上海钢联	互联网	上海
金岭矿业	普钢	山东
天润曲轴	汽车配件	山东
浙江仙通	汽车配件	浙江
开元股份	电器仪表	湖南
正元智慧	软件服务	浙江
长江传媒	出版业	湖北
中电广通	通信设备	北京
金鸿控股	供气供热	吉林
华闻传媒	出版业	海南
北辰实业	区域地产	北京
大港股份	区域地产	江苏
永东股份	化工原料	山西
天地源	全国地产	上海
科森科技	专用机械	江苏
海源机械	专用机械	福建
湘潭电化	化工原料	湖南
中钢天源	元器件	安徽
美利云	造纸	宁夏
唐人神	饲料	湖南
焦点科技	互联网	江苏
海欣食品	食品	福建
创元科技	专用机械	江苏
长城电工	电气设备	甘肃
中天能源	供气供热	吉林
众业达	批发业	广东
华峰氨纶	化纤	浙江
山煤国际	煤炭开采	山西
海澜之家	服饰	江苏
沃尔核材	电气设备	深圳
骅威文化	影视音像	广东
昆药集团	中成药	云南
中原环保	环境保护	河南
天舟文化	出版业	湖南
欧普照明	电气设备	上海
江苏阳光	纺织	江苏
*ST爱富	化工原料	上海
通合科技	电气设备	河北
*ST坊展	综合类	河北
中海油服	石油开采	天津
火炬电子	元器件	福建
华孚色纺	纺织	安徽
皖天然气	供气供热	安徽
伟星新材	其他建材	浙江
开润股份	纺织	安徽
金路集团	化工原料	四川
广济药业	化学制药	湖北
云南旅游	旅游景点	云南
宏大爆破	化工原料	广东
海南高速	路桥	海南
东方金钰	服饰	湖北
浔兴股份	服饰	福建
佩蒂股份	饲料	浙江
中山公用	水务	广东
深纺织Ａ	纺织	深圳
莱宝高科	元器件	深圳
江苏雷利	电气设备	江苏
华中数控	机床制造	湖北
洪城水业	水务	江西
高斯贝尔	通信设备	湖南
红豆股份	服饰	江苏
厚普股份	专用机械	四川
长久物流	仓储物流	北京
上海电力	火力发电	上海
日照港	港口	山东
模塑科技	汽车配件	江苏
大名城	区域地产	上海
东港股份	广告包装	山东
海南海药	化学制药	海南
来伊份	其他商业	上海
中能电气	电气设备	福建
电魂网络	互联网	浙江
泰格医药	医疗保健	浙江
京山轻机	轻工机械	湖北
中宠股份	饲料	山东
北矿科技	元器件	北京
雄帝科技	元器件	深圳
青岛啤酒	啤酒	山东
惠威科技	元器件	广东
乾景园林	建筑施工	北京
九洲电气	电气设备	黑龙江
高伟达	软件服务	北京
北信源	软件服务	北京
皖新传媒	出版业	安徽
浩丰科技	软件服务	北京
得邦照明	家用电器	浙江
中央商场	百货	江苏
安诺其	染料涂料	上海
东方中科	电器仪表	北京
东方日升	半导体	浙江
长海股份	玻璃	江苏
新华网	互联网	北京
飞科电器	家用电器	上海
中信重工	专用机械	河南
天银机电	元器件	江苏
绿庭投资	多元金融	上海
嘉诚国际	仓储物流	广东
百润股份	红黄药酒	上海
百傲化学	化工原料	辽宁
抚顺特钢	特种钢	辽宁
中远海发	水运	上海
益生股份	农业综合	山东
永高股份	塑料	浙江
新疆城建	建筑施工	新疆
友邦吊顶	家居用品	浙江
连云港	港口	江苏
靖远煤电	煤炭开采	甘肃
上海洗霸	环境保护	上海
益盛药业	中成药	吉林
阳谷华泰	化工原料	山东
*ST智慧	软件服务	上海
中原内配	汽车配件	河南
同大股份	塑料	山东
瑞丰光电	半导体	深圳
重庆啤酒	啤酒	重庆
雪迪龙	环境保护	北京
金智科技	软件服务	江苏
辉丰股份	农药化肥	江苏
中远海能	水运	上海
上海九百	百货	上海
海辰药业	化学制药	江苏
吴江银行	银行	江苏
古越龙山	红黄药酒	浙江
中路股份	文教休闲	上海
中威电子	通信设备	浙江
浙能电力	火力发电	浙江
科华生物	医疗保健	上海
三变科技	电气设备	浙江
*ST德力	玻璃	安徽
雅百特	建筑施工	江苏
透景生命	医疗保健	上海
通葡股份	红黄药酒	吉林
昊志机电	机械基件	广东
漫步者	电脑设备	深圳
海亮股份	铜	浙江
新南洋	文教休闲	上海
协鑫集成	半导体	上海
香山股份	电器仪表	广东
红日药业	中成药	天津
天目药业	中成药	浙江
大连港	港口	辽宁
黄山旅游	旅游景点	安徽
银信科技	软件服务	北京
广州发展	火力发电	广东
悦达投资	综合类	江苏
鹭燕医药	医药商业	福建
佐力药业	中成药	浙江
探路者	服饰	北京
国恩股份	塑料	山东
通灵珠宝	服饰	江苏
福瑞股份	中成药	内蒙
广汇物流	综合类	福建
威帝股份	汽车配件	黑龙江
多伦科技	软件服务	江苏
新疆天业	化工原料	新疆
航民股份	纺织	浙江
丰林集团	林业	广西
创兴资源	装修装饰	上海
莲花健康	食品	河南
长亮科技	软件服务	深圳
海陆重工	专用机械	江苏
国光股份	农药化肥	四川
粤高速Ａ	路桥	广东
现代投资	路桥	湖南
宁沪高速	路桥	江苏
新华医疗	医疗保健	山东
科迪乳业	乳制品	河南
亿晶光电	半导体	浙江
广誉远	中成药	青海
奥佳华	医疗保健	福建
腾邦国际	旅游服务	深圳
沙隆达Ａ	农药化肥	湖北
老凤祥	服饰	上海
汉邦高科	电脑设备	北京
圣龙股份	汽车配件	浙江
天域生态	环境保护	重庆
济川药业	中成药	湖北
苏州高新	园区开发	江苏
华虹计通	软件服务	上海
普路通	仓储物流	深圳
如通股份	专用机械	江苏
光明地产	全国地产	上海
金晶科技	玻璃	山东
西藏发展	啤酒	西藏
海航创新	旅游服务	海南
皇庭国际	房产服务	深圳
万润科技	半导体	深圳
葵花药业	中成药	黑龙江
中青宝	互联网	深圳
华联股份	百货	北京
盛讯达	软件服务	深圳
醋化股份	化工原料	江苏
桂林旅游	旅游景点	广西
美尔雅	服饰	湖北
安居宝	元器件	广东
海利尔	农药化肥	山东
东方集团	综合类	黑龙江
东华能源	石油贸易	江苏
珠江控股	房产服务	海南
红旗连锁	超市连锁	四川
安妮股份	造纸	福建
四通新材	铝	河北
亚厦股份	装修装饰	浙江
万里马	服饰	广东
明星电力	水力发电	四川
海达股份	橡胶	江苏
德威新材	塑料	江苏
国药一致	医药商业	深圳
海兴电力	电器仪表	浙江
冠昊生物	医疗保健	广东
齐心集团	文教休闲	深圳
力生制药	化学制药	天津
晓程科技	元器件	北京
我乐家居	家居用品	江苏
万林股份	仓储物流	江苏
老百姓	医药商业	湖南
博雅生物	生物制药	江西
赛象科技	化工机械	天津
胜宏科技	元器件	广东
金卡智能	电器仪表	浙江
西藏旅游	旅游景点	西藏
阳光照明	家用电器	浙江
亚邦股份	染料涂料	江苏
高争民爆	化工原料	西藏
湖北能源	火力发电	湖北
凤凰传媒	出版业	江苏
世名科技	染料涂料	江苏
中元股份	电气设备	湖北
克明面业	食品	湖南
南天信息	软件服务	云南
中旗股份	农药化肥	江苏
九州通	医药商业	湖北
凯莱英	生物制药	天津
宁波东力	电气设备	浙江
福日电子	元器件	福建
恒通股份	公路	山东
今天国际	软件服务	深圳
易成新能	半导体	河南
应流股份	专用机械	安徽
盐 田 港	港口	深圳
光电股份	专用机械	湖北
全新好	酒店餐饮	深圳
上海凤凰	文教休闲	上海
和仁科技	软件服务	浙江
广宇集团	全国地产	浙江
未名医药	生物制药	山东
瑞贝卡	服饰	河南
利群股份	百货	山东
广电网络	影视音像	陕西
鲁 泰Ａ	纺织	山东
金诚信	建筑施工	北京
奥普光电	电器仪表	吉林
苏州恒久	元器件	江苏
通策医疗	医疗保健	浙江
海峡股份	水运	海南
格力地产	区域地产	广东
福斯特	塑料	浙江
艾迪精密	专用机械	山东
菲利华	玻璃	湖北
吉视传媒	影视音像	吉林
钱江水利	水务	浙江
中成股份	商贸代理	北京
中 关 村	区域地产	北京
五洲新春	机械基件	浙江
*ST佳电	电气设备	黑龙江
渤海轮渡	水运	山东
华峰超纤	化纤	上海
蓝盾股份	软件服务	广东
